MHCLG code,Area code,Area name ,a1a,a1b,a2a,a2aa,a2ab,a2b,a2ba,a2bb,a2c,a2ca,a2cb,a2d,a2da,a2db,a2e,a2ea,a2eb,a2f,a2fa,a2fb,a2g,a2ga,a2gb,a2h,a2ha,a2hb,a2ia,a2iaa,a2iab,a2ib,a3a,a3aa,a4a,a4ba,a4bb,a4c,a4d,a5a,b1a,b2aa,b2ab,b2ac,b2aaa,b2aab,b2aac,b2aba,b2abb,b2abc,b2aca,b2acb,b2acc,b2ada,b2adb,b2adc,b2ba,b2bb,b2bc,b2ca,b2cb,b2cc,b2da,b2db,b2dc,b2ea,b2eb,b2fa,b2fb,b2fc,b2faa,b2fab,b2fac,b2faaa,b2faab,b2faac,b2faba,b2fabb,b2fabc,cc1a,cc1aa,cc1ab,cc1ac,cc1ad,cc1ae,cc2a,cc3a,cc3aa,cc3ab,cc4a,cc4aa,cc4ab,cc5a,cc5aa,cc5ab,cc5ac,cc5ad,cc5ae,cc6a,cc6aa,cc7a,cc8a,d4a,d4aa,d4ab,d4ac,d4ad,d8a,d8aa,d8ab,d8ac,d9a,d9aa,d9ab,d10a,d10aa,d10ab,d11a,d12a,e1a,e2aa,e2ab,e2ac,e2ba,e2bb,e2bc,e2ca,e2cb,e2cc,e2da,e2db,e2dc,f1a,f1b,f2aa,f2ab,f2aaa,f2aab,f2ba,f2bb,f2baa,f2bab,f2ca,f2cb,f2caa,f2cab,f2cba,f2cbb,f2cca,f2ccb,f2cda,f2cdb,f2da,f2db,f2daa,f2dab,f5a,f5aa,f5ab,f6a,f7a,f8a,f9a,f10a,f11a,f12aa,f12ab,f12ac,f12ba,f12bb,f12bc,f12ca,f13a,f13b,f13c,f13d,f13e,f13da,f13db,f13dc,f14a,f14b,f14c,f14e,f15a,f15b,f16a,f16b,f16c,f16aa,f16ab,f16ac,f16ba,f16bb,f16bc,f16ca,f16cb,f16cc,f16da,f16db,f16dc,f17a,f24a,f25aa,f25ab,f25ba,f25bb,f25ca,f25cb,f25da,f25db,f25ea,f25eb,f25fa,f25fb,g1a,g2a,g2aa,g2ab,g2ac,g2ad,g3a,h1a,h1b,h2a,h2b,h3a,h3b,h4aa,h4ab,h4ba,h4bb,h4ca,h4cb,h4da,h4db,h4ea,h4eb,h4fa,h4fb,h4ga,h4gb,h4ha,h4hb,h5a,h6a,h8a,h9a,h10a,h11a,h12a,h13a,h14a,i1a,i2a,i3aa,i3ab,i3ba,i3bb,i3ca,i3cb,i3da,i3db,i3ea,i3eb,i3fa,i3fb,i4aa,i4ab,i4ba,i4bb,i4ca,i4cb,i4da,i4db,i4ea,i4eb,i4fa,i4fb,i5aa,i5ab,i5ba,i5bb,i5ca,i5cb,i5da,i5db,i5ea,i5eb,i5fa,i5fb,i6a,i7a,i7b,i7c,i7d,i7e,i7f,i8a,i8b,i8c,i8d,i8e,i8f,i9a,i9b,i9c,i9d,i9e,i9f,i10a,i10b,i10c,i10d,i10e,i10f,i10g,i10h,i11a,i12a,i13a,i14a,i15a,i16a,i17aa,i17ab,i17ba,i17bb,i17ca,i17cb,i17da,i17db,i17e,i17dc,i17dd,i17de,j1aa,j1ab,j1ba,j1bb,j1ca,j1cb,j1da,j1db,j1ea,j1eb,j1fa,j1fb,j1ga,j1gb,j1ha,j1hb,j2aa,j2ab,j2ba,j2bb,j2ca,j2cb,j2da,j2db,j2ea,j2eb,j2fa,j2fb,j2ga,j2gb,j2ha,j2hb,j3aa,j3ab,j3ba,j3bb,j3ca,j3cb,j3da,j3db,j3ea,j3eb,j3fa,j3fb,j3ga,j3gb,j3ha,j3hb
V2635,E07000146,King's Lynn and West Norfolk,95,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,368,233,241,49,0,N,N,3,Y,Y,N,..,409,21,43,158,89,0,1,1,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,1,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,95,150,30,30,8,173,1042,14,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,16,0,0,46,0,802,204,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,21,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y2620,E07000147,North Norfolk,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636,1378,732,215,311,0,N,N,..,Y,Y,N,..,370,43,34,152,138,0,3,0,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,37,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,19,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,8,0,588,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G2625,E07000148,Norwich,14805,0,71,71,0,3380,3380,0,5233,5233,0,5685,5685,0,386,386,0,37,37,0,12,12,0,1,1,0,14805,14805,0,14805,523.768,523.768,0,4,0,10,0,9,275,187,13633,12694,20,750,1156,72,4058,4871,95,8825,6667,0,0,0,0,0,0,0,0,0,7,982,0,0,0,194,14615,12694,92,6106,4556,92,6106,4556,0,0,0,4024,2412,961,592,59,0,N,N,..,Y,Y,Y,39,773,94,65,451,225,0,8,0,Y,Y,347,0,0,0,0,591,0,0,0,230,147,83,1168,1086,82,0,0,44,35,3,38,0,4,4,0,2,2,35,9,44,C,C,9,1,9,1,543,739,543,739,686,888,69,37,229,314,388,537,0,0,201,214,2,2,0,0,0,37,21,3000,200,198,43,106,522,0,42,190,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15281,6315,13556,0,0,4,0,10,261,0,0,4055,13817,16.59,28,17,4,0,7,0,50,0,78.13,0,75.125,0,57.36,0,67.74,0,72.87,0,80.89,0,86.06,0,96.02,0,99.32,0,75.13,0,2165021.71,1132184.79,167108,59364895.94,247014.73,262835.37,58855046,5.6,99.7,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,52,0,0,0,0,0,0,0,5,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,11,0,1599,0,0,0,0,38,0,12,0,0,0,50,0,43,0,0,0,93,18,0,0,0,0,0,0,0,0,0,0,0,0,93,18,18,9,37,33,0,0,0,0,0,0,0,0,0,0,55,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2630,E07000149,South Norfolk,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,262,114,114,14,0,N,Y,1,N,Y,Y,,259,42,4,84,129,0,2,0,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,2,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,591,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,12,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,10,29,0,0,152,0,836,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,21,0,43,0,0,0,0,0,164,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17
,E10000021,Northamptonshire,19891,27,455,455,0,6214,6183,31,6417,6268,149,6176,6116,60,487,469,18,153,153,0,0,0,0,0,0,0,19902,19644,258,19902,644.931,640.458,6,7,0,99.34,14,0,341,196,12753,11387,27,836,1261,79,5187,4348,90,6730,5778,9,500,438,0,0,0,0,0,0,0,0,0,0,0,196,12753,11387,52,1857,2602,52,1857,2602,0,0,0,7727,3170,2572,1070,198,835,1,5,,2,5,4,19,4270,807.616779,296.4539186,1275.478795,1258.701058,54.5430902,214,19,6,6,421,38,112,19,0,873,115,30,0,254,199,55,1548,1487,61,1798,0,181,50,66,116,15,42,57,0,8,8,65,116,181,,,439,521,0,0,455,550,47,59,146,238,97,138,0,0,55,103,0,0,302,1,,,1,0,1,362,233,4360,948,582,173,212,730,29,91,57,0,303,201,2402,501,45,1569,15,6,24,849,6999,2908,3714.994,135,1,1569,5090.994,4211.60658,1,0,0,997,2269.344,89994.19506,18,130.25,12625,81,1313.4,89589.47368,,31539,8994,23627,6,78,7,198,99.34,4955,14,908,3879,29766,62.74,54,42,7,3,2,14,,,87.86283954,113.014186,81.10415958,104.3207871,59.31395604,0,71.83507035,85.68451613,81.55004467,89.98852349,88.34622793,115.6666667,91.95982942,120.39,100.9360784,0,0,0,81.61243321,104.318062,1883361.38,1818270.91,342467,85839729.08,45964.13,1518904.53,84274861,3.221561041,99.58368514,110,0,0,0,22,0,0,0,0,0,0,0,22,0,0,26,0,62,0,0,0,28,0,32,0,148,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101,119,0,37,69,0,74,400,1.7,1852,1302,231,0,0,0,5,0,1,16,1,16,7,6,0,1,0,7,0,36,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,106,0,13,0,11,0,35,0,1,0,0,0,166,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,16
U2805,E07000150,Corby,4673,0,125,125,0,966,948,18,1366,1238,128,1938,1913,25,240,227,13,38,38,0,0,0,0,0,0,0,4673,4489,184,4673,108.915,106.122,0,0,0,28,0,0,105,35,2404,1991,2,40,65,6,401,322,27,1963,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2404,1991,3,102,128,3,102,128,0,0,0,1192,645,435,88,24,0,N,Y,3,N,Y,Y,,356,32,34,124,161,14,0,0,Y,Y,76,6,0,7,0,188,22,24,0,64,53,11,328,267,61,40,0,36,14,12,26,2,7,9,0,1,1,16,20,36,D,C,8,9,0,0,126,250,0,0,136,135,91,135,0,0,45,0,0,0,1,1,1,1,0,0,0,10,10,350,250,19,0,38,49,0,0,0,0,38,43,979,276,15,1145,15,0,0,453,1995,2908,3102,135,0,1145,3102,2709.170306,0,0,0,619,1517,2450.726979,16,120,7500,29,87,3000,25,3606,589,1827,0,0,0,0,28,-,0,0,589,1827,24,13,12,1,0,0,0,48,48,82.29,108.63,75.96,100.2738462,55.19,0,64.43,84.2,72.51,87.5,78.21,103.74,82.72,113.44,82.96,0,0,0,75.96,100.27,479798,964810,43648,18499975.04,1295.08,538010.27,17960670,2.9,99.8,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5,-,1,-,0,0,6,6,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,16
Y2810,E07000151,Daventry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,542,277,0,15,211,N,Y,1,N,Y,N,..,679,114,50,679,222,0,128,0,Y,Y,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,200,60,15,0,138,391,15,83,18,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,22,0,0,67,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G2815,E07000152,East Northamptonshire,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,303,453,383,24,-,N,N,..,Y,N,Y,,12,1.616778958,1.453918553,5.478794861,2.701058457,0.5430902,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,101,400,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0,0,0,18,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2820,E07000153,Kettering,3678,5,40,40,0,1120,1115,5,1367,1360,7,1118,1113,5,32,32,0,1,1,0,0,0,0,0,0,0,3678,3661,17,3678,118.016,117.336,0,0,0,0,1,0,55,23,1647,1370,1,24,40,7,474,336,15,1149,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1647,1370,2,64,100,2,64,100,0,0,0,606,309,172,100,25,0,N,Y,3,N,Y,Y,16,595,86,61,111,113,31,3,3,Y,Y,73,21,10,0,0,167,10,0,0,26,14,12,266,266,0,300,0,83,0,48,48,7,23,30,0,5,5,7,76,83,D,D,10,12,0,0,186,150,47,59,6,3,6,3,0,0,6,3,0,0,1,0,4,0,1,0,1,8,3,202,36,31,1,0,0,0,0,0,0,0,156,47,223,24,408,0,0,24,286,0,0,612.994,0,1,408,612.994,1502.436275,1,0,0,376,580.344,1543.468085,2,10.25,5125,38,22.4,589.4736842,11,3955,463,3961,0,0,0,0,0,0,1,0,368,3961,129.66,24,16,5,2,1,0,48,48,87.17,105.66,80.46461538,97.53230769,62.66,0,71.24,79.74,81.09,96.75,89.1,116.42,96.21,0,108.7,0,0,0,-,97.53,256202.98,289708,101319,15868109.15,44669.05,511710.07,15311730,3.440302653,99.33829162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,48,0,0,0,28,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,11,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V2825,E07000154,Northampton,11536,0,290,290,0,4128,4120,8,3684,3670,14,3120,3090,30,215,210,5,114,114,0,0,0,0,0,0,0,11551,11494,57,11551,418,417,6,7,0,71.34,13,0,181,138,8702,8026,24,772,1156,66,4312,3690,48,3618,3180,9,500,438,-,-,-,0,0,0,0,0,0,0,0,138,8702,8026,47,1691,2374,47,1691,2374,-,-,-,2753,971,823,331,63,565,N,Y,3,N,N,Y,3,1660,485,20,242,459,0,79,14,Y,Y,272,11,102,12,0,518,83,6,0,164,132,32,954,954,0,208,0,62,36,6,42,6,12,18,0,2,2,42,20,62,C,C,421,500,0,0,143,150,0,0,4,100,0,0,0,0,4,100,0,0,300,0,1,0,0,0,0,208,107,2500,450,494,172,0,0,0,0,0,0,0,2,1376,2,6,16,0,6,0,110,5004,0,0,-,-,16,1376,0,0,0,0,2,172,86000,0,0,0,14,1204,86000,0,23978,7942,17839,6,78,7,198,71.34,4955,13,908,2922,23978,34.56,17,14,1,1,1,14,48,48,90.26,129.36,83.31692308,119.4092308,60.63,0,73.7,92.74,84.77,109.36,94.35,125.48,101.3,138.46,106.86,0,0,0,83.82,119.41,1147360.4,563752.91,197500,51471644.89,0,469184.19,51002461,3.324380469,99.61276378,-,-,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,10,-,-,4,-,-,115,0,708,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z2830,E07000155,South Northamptonshire,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,116,181,70,29,59,Y,Y,1,N,Y,N,..,337,9,68,56,212,0,4,2,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,508,33,3,0,24,249,14,8,39,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,25,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0,1.7,596,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,12,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2835,E07000156,Wellingborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,284,231,98,18,0,N,N,..,Y,Y,N,..,631,80,62,58,89,9,0,0,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-,200,19,13,0,12,41,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,37,43,0,38,182,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,5,0,1,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,E10000023,North Yorkshire,8423,3091,116,116,0,2592,2588,4,3041,3013,28,2458,2454,4,142,142,0,6,6,0,0,0,0,63,63,0,8418,8382,36,8418,341.882,337.882,15,0,0,19,8,0,96,56,3947,3425,3,126,166,12,691,688,41,3130,2571,0,0,0,0,0,0,0,0,0,1,2,0,0,0,57,3949,3425,10,445,584,10,445,584,0,0,0,6808,3271,2112,892,188,345,1,1,,6,2,3,0,2819,188,175,1246,883,24,16,7,6,7,191,10,22,1,0,457,31,0,0,36,32,4,684,616,68,874,12,122,35,44,79,19,12,31,10,0,10,64,56,120,,,124,163,0,0,137,132,0,0,1,0,0,0,0,0,1,0,0,0,6,0,,,0,0,0,147,89,1388,175,182,2,119,75,3060,1,5,0,120,0,669,140,0,140,0,0,0,0,3026,741,0,324,291,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6140,2801,6140,15,0,0,0,19,308,8,1230,2213,7678,24.95,24,20,4,0,0,1,,,81.85741589,113.2216667,78.95396619,109.6828846,55.1437069,0,70.46997682,94.9975,78.94292068,110.13,87.77940913,128.36,96.74887324,0,106.8633333,0,0,0,77.41,109.7016667,558987.1,337368.8,207875,34465502.7,63780.33,355278.94,34046443,2.364740931,98.55013594,69,12,0,0,0,0,0,0,0,0,0,4,0,4,0,49,1,119,0,7,0,18,0,60,1,253,0,0,0,0,0,0,0,12,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,517,0,17,166,66,0,777,0,2542,1978.38,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,21,0,0,0,9,0,0,0,0,1,0,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2705,E07000163,Craven,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,396,221,112,54,9,0,N,N,..,Y,Y,Y,,142,8,0,78,55,1,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,2,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,23,0,0,83,0,188,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
